system:index,Change Vec,EVI,Link,NDVI,NDWI,point_id,survey_d_1,survey_d_2,survey_d_3,survey_dat,.geo
1_LT05_189025_20030920_00000000000000000001,E20 E20 E20 B15,0.30600385520547796,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.5115856871545891,-0.569984136634519,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20040415_00000000000000000000,E20 E20 E20 B14,0.30620355432817536,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.4532671504211717,-0.4882675778579434,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20050520_00000000000000000000,E20 E20 E20 B14,0.46582876766828196,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.6353478448033292,-0.5919660290089268,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20050520_00000000000000000001,E20 E20 E20 B15,0.33297375103516097,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.540835385508762,-0.5380485747255637,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20050621_00000000000000000000,E20 E20 E20 B14,0.5473625712480705,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.6993323184561369,-0.6434828040297934,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20050621_00000000000000000001,E20 E20 E20 B15,0.32577076943165556,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.4847112944022535,-0.5295281094333306,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20050909_00000000000000000000,E20 E20 E20 B14,0.4483988791207138,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.58952986730609,-0.6023935693408289,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20060912_00000000000000000000,E20 E20 E20 B14,0.5654920940244477,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.7451177480297293,-0.6646840364913139,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20060912_00000000000000000001,E20 E20 E20 B15,0.5033165755683231,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.7063319746004195,-0.6462297272422037,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20070307_00000000000000000000,E20 E20 E20 B14,0.2514715802499035,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.40671290211174727,-0.4723941673540356,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20070307_00000000000000000001,E20 E20 E20 B15,0.15264741986071062,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.2551805430277837,-0.35045342094250187,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20090920_00000000000000000000,E20 E20 E20 B14,0.4224189193063261,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.5655072420118796,-0.5510416382021383,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
1_LT05_189025_20090920_00000000000000000001,E20 E20 E20 B15,0.3954994582758871,https://1drv.ms/i/s!AuR4bnS0n2fes6l2UZaBG9i3u8Pu5Q?e=Vk797c,0.5894688255220432,-0.5768082998204966,48602992,1247122800000,1341212400000,1438326000000,1148454000000,"{""type"":""Polygon"",""coordinates"":[[[17.499643984025177,49.79277202253191],[17.499566112829868,49.792764859408535],[17.49949444024629,49.79274394022906],[17.499434671456545,49.79271093017648],[17.499391564066705,49.79266845687245],[17.49936854939814,49.79261990121186],[17.49936745936271,49.79256912823744],[17.499388380659994,49.792520179478586],[17.49942964789698,49.79247695124533],[17.499487976171363,49.79244288448566],[17.499558722559215,49.792420690892044],[17.499636255689637,49.792412137057454],[17.49971440398889,49.792417903859935],[17.499786946917894,49.792437532266874],[17.49984811010666,49.792469459872585],[17.49989302497945,49.79251114526088],[17.499918116288985,49.79255927029521],[17.499921386713446,49.79261000423597],[17.499902575860002,49.79265930866327],[17.499863181013026,49.792703258934615],[17.49980633796881,49.7927383565896],[17.499736571436657,49.79276180783317],[17.499659434871106,49.79277174592857],[17.499643984025177,49.79277202253191]]]}"
1_LT05_189025_20100822_00000000000000000000,E20 E20 E20 B14,0.49021893639485636,https://1drv.ms/i/s!AuR4bnS0n2fes6oTswjXvyT1j1AR-w?e=2btkJW,0.6529098637056356,-0.6371284178139416,48503016,1246950000000,1337151600000,1432710000000,1145602800000,"{""type"":""Polygon"",""coordinates"":[[[17.394458249275434,50.01639594036222],[17.394380016254935,50.016388777238625],[17.394308010648277,50.0163678580586],[17.394247964146743,50.0163348480053],[17.394204656462406,50.01629237470058],[17.394181534859737,50.01624381903957],[17.394180439761843,50.01619304606513],[17.394201458270434,50.01614409730665],[17.39424291725374,50.01610086907407],[17.394301516546072,50.016066802315144],[17.394372591650555,50.01604460872211],[17.394450485030966,50.01603605488776],[17.39452899643848,50.01604182169007],[17.394601876431423,50.016061450096494],[17.39466332381011,50.016093377701466],[17.394708447377468,50.016135063089074],[17.39473365527383,50.016183188122945],[17.394736940896387,50.016233922063634],[17.394718042641703,50.01628322649128],[17.394678464750527,50.01632717676328],[17.39462135758904,50.016362274419],[17.394551266890332,50.01638572566319],[17.39447377191308,50.01639566375888],[17.394458249275434,50.01639594036222]]]}"
